TimeStamp,SourceIp,DestinationIP,SourcePort,DestinationPort,Protocol,No_of_forward_packets,No_of_backward_packets,total_forward_packets_length,total_backward_packets_length,Max_forward_packet_length,Min_forward_packet_length,Max_backward_packet_length,Min_backward_packet_length,Mean_forward_packet_length,Mean_backward_packet_lenght,Flow_duration,Inter_arrival_time,Mean_inter_arrival_time,Rev_Flag,CWE_Flag,ECE_Flag,URG_Flag,ACK_Flag,PSH_Flag,RST_Flag,SYN_Flag,FIN_Flag,FTPFlag,SSHFlag,Label
24/03/2024 23:12:49.099600, 2402, 64,49664,443,17,1,1,0,0,0,0,0,0,0.0,0.0,3.202,3.202,1.601,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:12:55.569800, 2402, 64,49664,443,17,1,1,0,0,0,0,0,0,0.0,0.0,6.4016,6.4016,3.2008,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:12:54.036800, 192.168.113.43, 192.168.113.49,56354,21,6,2,1,121,40,69,52,40,0,60.5,40.0,0.0007,0.0007,0.00023333333333333333,0,0,0,0,2,1,1,0,1,False,False,Benign
24/03/2024 23:12:55.875500, 192.168.113.49, 192.168.113.43,21,56382,6,9,15,572,976,69,52,86,0,65.06666666666666,63.55555555555556,9.7613,9.7619,0.40674583333333336,0,0,0,0,23,13,0,2,1,True,False,FTP-Brute-Force
24/03/2024 23:12:55.879500, 192.168.113.43, 192.168.113.49,56382,21,6,2,1,121,40,69,52,40,0,60.5,40.0,0.0,0.0002,6.666666666666667e-05,0,0,0,0,2,1,1,0,1,False,False,Benign
24/03/2024 23:12:55.888100, 192.168.113.49, 192.168.113.43,21,56388,6,9,15,572,976,69,52,86,0,65.06666666666666,63.55555555555556,9.6933,9.6935,0.40389583333333334,0,0,0,0,23,13,0,2,1,True,False,FTP-Brute-Force
24/03/2024 23:12:55.893800, 192.168.113.43, 192.168.113.49,56388,21,6,2,1,121,40,69,52,40,0,60.5,40.0,0.0005,0.0005,0.00016666666666666666,0,0,0,0,2,1,1,0,1,False,False,Benign
24/03/2024 23:12:55.952200, 192.168.113.49, 192.168.113.43,21,56390,6,9,15,578,976,69,52,86,0,65.06666666666666,64.22222222222223,9.7322,9.7322,0.40550833333333336,0,0,0,0,23,13,0,2,1,True,False,FTP-Brute-Force
24/03/2024 23:12:55.954700, 192.168.113.43, 192.168.113.49,56390,21,6,2,1,121,40,69,52,40,0,60.5,40.0,0.0,0.0004,0.00013333333333333334,0,0,0,0,2,1,1,0,1,False,False,Benign
24/03/2024 23:12:55.981800, 192.168.113.49, 192.168.113.43,21,56398,6,9,15,581,976,70,52,86,0,65.06666666666666,64.55555555555556,9.6693,9.670499999999999,0.40293749999999995,0,0,0,0,23,13,0,2,1,True,False,FTP-Brute-Force
24/03/2024 23:12:55.984700, 192.168.113.43, 192.168.113.49,56398,21,6,2,1,121,40,69,52,40,0,60.5,40.0,0.0,0.0,0.0,0,0,0,0,2,1,1,0,1,False,False,Benign
24/03/2024 23:12:55.738500, 192.168.113.169, 192.168.113.7,53,51461,17,1,1,63,167,63,63,167,0,167.0,63.0,0.0242,0.0242,0.0121,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:12:56.010200, 192.168.113.169, 192.168.113.7,53,51461,17,1,1,62,193,62,62,193,0,193.0,62.0,0.034,0.034,0.017,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:12:55.993000, 192.168.113.49, 192.168.113.43,21,56392,6,9,15,581,976,70,52,86,0,65.06666666666666,64.55555555555556,9.7244,9.724400000000001,0.4051833333333334,0,0,0,0,23,13,0,2,1,True,False,FTP-Brute-Force
24/03/2024 23:12:56.123800, 192.168.113.49, 192.168.113.43,21,56408,6,9,15,581,976,70,52,86,0,65.06666666666666,64.55555555555556,9.7365,9.7365,0.4056875,0,0,0,0,23,13,0,2,1,True,False,FTP-Brute-Force
24/03/2024 23:12:56.126300, 192.168.113.43, 192.168.113.49,56408,21,6,2,1,121,40,69,52,40,0,60.5,40.0,0.0,0.0004,0.00013333333333333334,0,0,0,0,2,1,1,0,1,False,False,Benign
24/03/2024 23:12:56.147600, 192.168.113.49, 192.168.113.43,21,56410,6,9,15,581,976,70,52,86,0,65.06666666666666,64.55555555555556,9.7541,9.7545,0.4064375,0,0,0,0,23,13,0,2,1,True,False,FTP-Brute-Force
24/03/2024 23:12:56.150900, 192.168.113.43, 192.168.113.49,56410,21,6,2,1,121,40,69,52,40,0,60.5,40.0,0.0005,0.0005,0.00016666666666666666,0,0,0,0,2,1,1,0,1,False,False,Benign
24/03/2024 23:12:56.236500, 192.168.113.49, 192.168.113.43,21,56422,6,9,15,572,976,69,52,86,0,65.06666666666666,63.55555555555556,9.7951,9.7955,0.4081458333333334,0,0,0,0,23,13,0,2,1,True,False,FTP-Brute-Force
24/03/2024 23:12:56.069200, 192.168.113.7, 192.168.113.169,53049,53,17,2,0,124,0,62,62,0,0,62.0,0,0.0934,0.0934,0.0467,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:12:56.569500, 192.168.113.169, 192.168.113.7,53,51461,17,1,1,60,165,60,60,165,0,165.0,60.0,0.0356,0.0356,0.0178,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:12:56.570600, 192.168.113.169, 192.168.113.7,53,62247,17,1,1,60,205,60,60,205,0,205.0,60.0,0.0367,0.0367,0.01835,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:12:56.993300, 192.168.113.169, 192.168.113.7,53,62247,17,1,1,60,205,60,60,205,0,205.0,60.0,0.0338,0.0338,0.0169,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:12:56.994700, 192.168.113.169, 192.168.113.7,53,51461,17,1,1,60,165,60,60,165,0,165.0,60.0,0.0352,0.0352,0.0176,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:12:57.640800, 192.168.113.169, 192.168.113.7,53,62247,17,1,1,57,197,57,57,197,0,197.0,57.0,0.0319,0.0319,0.01595,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:12:57.703200, 192.168.113.7, 192.168.113.169,51461,53,17,2,0,114,0,57,57,0,0,57.0,0,0.0943,0.0943,0.04715,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:12:57.707600, 192.168.113.169, 192.168.113.7,53,51461,17,2,0,443,0,234,209,0,0,221.5,0,0.002,0.002,0.001,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:12:57.839200, 192.168.113.169, 192.168.113.7,53,62247,17,1,1,69,166,69,69,166,0,166.0,69.0,0.0213,0.0213,0.01065,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:12:57.911400, 192.168.113.7, 192.168.113.169,63844,53,17,2,0,138,0,69,69,0,0,69.0,0,0.0935,0.0935,0.04675,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:12:58.136800, 192.168.113.169, 192.168.113.7,53,62247,17,1,1,69,166,69,69,166,0,166.0,69.0,0.0278,0.0278,0.0139,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:13:01.151200, 192.168.113.7, 239.255.255.250,63852,1900,17,2,0,404,0,202,202,0,0,202.0,0,1.0024,1.0024,0.5012,0,0,0,0,0,0,0,0,0,False,False,Benign
24/03/2024 23:13:01.524900, 64, 2402,443,49664,17,2,0,0,0,0,0,0,0,0.0,0,5.8965,5.8965,2.94825,0,0,0,0,0,0,0,0,0,False,False,Benign
